domain,perturbation_name,perturbation_family,method,principal_seed,perturbed_violation_step_rate,executed_violation_step_rate,executed_violation_delta_from_clean,unsafe_perturbed_steps,recovered_unsafe_steps,unresolved_unsafe_steps,recovery_rate,within_filter_violation_reduction,mean_reward,reward_delta_from_clean,success_rate,success_delta_from_clean,intervention_rate,mean_action_perturbation_l2,mean_safety_correction_l2,p95_safety_correction_l2,environment_interface_adjustment_rate,strict_lyapunov_decrease_rate,selected_lower_than_perturbed_rate,steps_object_grasped,proposed_to_perturbed_gripper_semantic_change_rate,perturbed_to_executed_gripper_semantic_change_rate
autonomous_driving,braking_minus_0p25,braking,lyapunov,123,0.839,0.0,0.0,1678,1678,0,1.0,1.0,-8.098827262958542,0.48920406579762243,0.0,0.0,0.839,0.25,0.2465591625571251,0.3334314823150635,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,braking_minus_0p25,braking,lyapunov,42,0.0,0.0,0.0,0,0,0,,,-11.755319911296027,-0.4246055922942382,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,braking_minus_0p25,braking,lyapunov,456,0.193,0.193,0.193,386,0,386,0.0,0.0,3.723306212771281,-0.5577624860186394,1.0,0.0,0.835,0.25,0.19222411651909352,0.9617621898651123,0.0,0.0005,0.2705,0,0.0,0.0
autonomous_driving,braking_minus_0p25,braking,none,123,0.843,0.843,0.0040000000000000036,1686,0,1686,0.0,0.0,-8.222232975915388,0.4981697684066724,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,braking_minus_0p25,braking,none,42,0.0,0.0,0.0,0,0,0,,,-11.755319911296027,-0.4246055922942382,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,braking_minus_0p25,braking,none,456,0.11701492537313433,0.11701492537313433,-0.2165078018995929,196,0,196,0.0,0.0,-8.620792568568657,-1.0712206002845415,0.05,-0.09999999999999999,0.0,0.25,0.0,0.0,0.6740298507462686,0.0,0.0,0,0.0,0.0
autonomous_driving,braking_plus_0p10,braking,clipping,123,0.838,0.0,0.0,1676,1676,0,1.0,1.0,-8.855153352892946,-0.267122024136782,0.0,0.0,0.838,0.10000000149011612,0.2455838080048561,0.33261871337890625,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,braking_plus_0p10,braking,clipping,42,0.0,0.0,0.0,0,0,0,,,-11.552453678018578,-0.2217393590167891,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,braking_plus_0p10,braking,clipping,456,0.8295,0.0,0.0,1659,1659,0,1.0,1.0,-1.7158271713913469,-5.996895870181268,0.2,-0.8,0.8295,0.10000000149011612,0.6140203703641891,0.767488956451416,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,braking_plus_0p10,braking,lyapunov,123,0.838,0.0,0.0,1676,1676,0,1.0,1.0,-8.855153352892946,-0.267122024136782,0.0,0.0,0.838,0.10000000149011612,0.2455838080048561,0.33261871337890625,0.0,0.0,0.0,0,0.0,0.0
